,SMILES,RT,Speed,i-PrOH_proportion,Literature
180,O=C1N[C@@H](c2ccccc2)c3ccccc13,11.66,0.8,0.2,10.1002/anie.201915459
181,O=C1N[C@H](c2ccccc2)c3ccccc13,7.79,0.8,0.2,10.1002/anie.201915459
182,C[C@@H](CC(=O)NC(C)(C)c1ccc(cn1)c2ccccc2)c3ccc(cc3)C(C)=O,15.1,1.0,0.4,10.1002/anie.201804197
183,C[C@H](CC(=O)NC(C)(C)c1ccc(cn1)c2ccccc2)c3ccc(cc3)C(C)=O,7.8,1.0,0.4,10.1002/anie.201804197
184,COC(=O)[C@@]1(N[C@@H]([C@@H](C(C)C)[C@@H]1[N+]([O-])=O)c2ccccc2)c3ccccc3,8.772,1.0,0.05,10.1002/anie.201802492
185,C[C@@H](OCc1ccccc1)\C=C\c2ccccc2,7.427,1.0,0.1,10.1039/C4CC03920C
186,C[C@H](OCc1ccccc1)\C=C\c2ccccc2,7.877,1.0,0.1,10.1039/C4CC03920C
187,CC(C)[C@H]1NC(=O)Nc2cc(F)ccc12,20.7,1.0,0.2,10.1039/D1QO01598B
188,CC(C)[C@@H]1NC(=O)Nc2cc(F)ccc12,7.9,1.0,0.2,10.1039/D1QO01598B
189,Brc1ccc2[nH]c3[C@H](CCCc3c2c1)CC=O,6.3,1.0,0.2,10.1002/cctc.201000379
190,Brc1ccc2[nH]c3[C@@H](CCCc3c2c1)CC=O,7.9,1.0,0.2,10.1002/cctc.201000379
191,COC(=O)[C@@H](NC(=O)[C@@H]1N=C(C[C@H]1c2ccccc2)c3ccccc3)C(C)(C)C,10.8,1.0,0.15,10.1002/anie.201906700
192,COc1ccc(C(=O)NC(C)(C)C)c(c1)[C@@H](C)C#Cc2ccccc2,14.57,0.8,0.1,10.1038/s41467/019/13705/1
193,COc1ccc(C(=O)NC(C)(C)C)c(c1)[C@H](C)C#Cc2ccccc2,8.04,0.8,0.1,10.1038/s41467/019/13705/1
194,FC(F)(F)CCCc1ccccc1[C@@H](NC(=O)c2ccccc2)OCc3ccccc3,8.77,1.0,0.1,10.1002/anie.201405401
195,FC(F)(F)CCCc1ccccc1[C@H](NC(=O)c2ccccc2)OCc3ccccc3,8.08,1.0,0.1,10.1002/anie.201405401
196,Fc1ccc2c([nH]c3[C@H](CCCc23)CC=O)c1,6.3,1.0,0.2,10.1002/cctc.201000379
197,Fc1ccc2c([nH]c3[C@@H](CCCc23)CC=O)c1,8.1,1.0,0.2,10.1002/cctc.201000379
198,CC(C)[Si](C#C[C@H](CC(=O)NC(C)(C)c1ccccn1)c2ccccc2C)(C(C)C)C(C)C,6.9,0.7,0.03,10.1021/jacs.9b01124
199,CC(C)[Si](C#C[C@@H](CC(=O)NC(C)(C)c1ccccn1)c2ccccc2C)(C(C)C)C(C)C,8.2,0.7,0.03,10.1021/jacs.9b01124
200,COC(=O)c1ccc(cc1)C#C[C@H](C)c2ccccc2C(=O)NC(C)(C)C,19.26,0.8,0.1,10.1038/s41467/019/13705/1
201,COC(=O)c1ccc(cc1)C#C[C@@H](C)c2ccccc2C(=O)NC(C)(C)C,8.27,0.8,0.1,10.1038/s41467/019/13705/1
202,Cc1ccc2OC[C@H](CC=O)c3cccn3c2c1,9.32,1.0,0.1,10.1002/cctc.201000379
203,Cc1ccc2OC[C@@H](CC=O)c3cccn3c2c1,8.3,1.0,0.1,10.1002/cctc.201000379
204,C[C@@H](C#CCc1ccccc1)c2ccccc2C(=O)NC(C)(C)C,10.33,0.8,0.05,10.1038/s41467/019/13705/1
205,C[C@H](C#CCc1ccccc1)c2ccccc2C(=O)NC(C)(C)C,8.32,0.8,0.05,10.1038/s41467/019/13705/1
206,CO[C@H](NC(=O)c1ccc(cc1)[N+]([O-])=O)c2ccccc2CCCC(F)(F)F,10.94,1.0,0.15,10.1002/anie.201405401
207,CO[C@@H](NC(=O)c1ccc(cc1)[N+]([O-])=O)c2ccccc2CCCC(F)(F)F,8.38,1.0,0.15,10.1002/anie.201405401
208,C[C@@H](C#CC1=CCCCC1)c2ccccc2C(=O)NC(C)(C)C,12.18,0.8,0.02,10.1038/s41467/019/13705/1
209,C[C@H](C#CC1=CCCCC1)c2ccccc2C(=O)NC(C)(C)C,8.38,0.8,0.02,10.1038/s41467/019/13705/1
210,C[C@@H](C#Cc1ccccc1C=O)c2ccccc2C(=O)NC(C)(C)C,11.8,0.8,0.1,10.1038/s41467/019/13705/1
211,C[C@H](C#Cc1ccccc1C=O)c2ccccc2C(=O)NC(C)(C)C,8.4,0.8,0.1,10.1038/s41467/019/13705/1
212,C[C@H]\1CC(=O)N(C1=C/c2ccc3ccccc3c2)C(C)(C)c4ccccn4,10.1,0.8,0.1,10.1002/anie.202004504
213,C[C@@H]\1CC(=O)N(C1=C/c2ccc3ccccc3c2)C(C)(C)c4ccccn4,8.4,0.8,0.1,10.1002/anie.202004504
214,O=CC[C@H]1CCCc2c1[nH]c3ccccc23,6.3,1.0,0.2,10.1002/cctc.201000379
215,O=CC[C@@H]1CCCc2c1[nH]c3ccccc23,8.4,1.0,0.2,10.1002/cctc.201000379
216,OC[C@@H]1[C@H](C[C@H]1c2cc3ccccc3n2CC=C)c4ccccc4,9.6,1.0,0.15,10.1039/C3CC41785A
217,C[C@]1(CC2(CCCCC2)CN1C(=S)Nc3ccc(Br)cc3)c4ccc(cc4)c5ccccc5,15.34,1.0,0.2,10.1002/anie.201501762
218,C[C@@]1(CC2(CCCCC2)CN1C(=S)Nc3ccc(Br)cc3)c4ccc(cc4)c5ccccc5,8.5,1.0,0.2,10.1002/anie.201501762
219,CCC[C@H]\1CC(=O)N(C1=C/c2ccc(C)cc2)C(C)(C)c3ccccn3,9.6,0.8,0.05,10.1002/anie.202004504
220,CCC[C@@H]\1CC(=O)N(C1=C/c2ccc(C)cc2)C(C)(C)c3ccccn3,8.6,0.8,0.05,10.1002/anie.202004504
221,C(N[C@@H](\C=C\c1ccccc1)c2ccccc2)c3ccccc3,9.228,1.0,0.1,10.1039/C6QO00227G
222,C(N[C@H](\C=C\c1ccccc1)c2ccccc2)c3ccccc3,8.627,1.0,0.1,10.1039/C6QO00227G
223,C[C@@H](C#CCCCCCl)c1ccccc1C(=O)NC(C)(C)C,11.37,0.8,0.05,10.1038/s41467/019/13705/1
224,C[C@H](C#CCCCCCl)c1ccccc1C(=O)NC(C)(C)C,8.7,0.8,0.05,10.1038/s41467/019/13705/1
225,Cc1ccc2c([nH]c3[C@H](CCCc23)CC=O)c1,5.8,1.0,0.2,10.1002/cctc.201000379
226,Cc1ccc2c([nH]c3[C@@H](CCCc23)CC=O)c1,8.7,1.0,0.2,10.1002/cctc.201000379
227,Cc1ccc2[nH]c3[C@H](CCCc3c2c1)CC=O,6.5,1.0,0.2,10.1002/cctc.201000379
228,Cc1ccc2[nH]c3[C@@H](CCCc3c2c1)CC=O,8.7,1.0,0.2,10.1002/cctc.201000379
229,Cc1cccc2c(cn(Cc3ccccc3)c12)[C@@H](NC(=O)c4ccc(Cl)cc4)c5ccccc5CCCC(F)(F)F,10.84,1.0,0.15,10.1016/j.jfluchem.2017.03.008
230,Cc1cccc2c(cn(Cc3ccccc3)c12)[C@H](NC(=O)c4ccc(Cl)cc4)c5ccccc5CCCC(F)(F)F,8.72,1.0,0.15,10.1016/j.jfluchem.2017.03.008
231,CC(C)[Si](C#Cc1cc(ccc1[S@@](=O)c2ccccn2)[N+]([O-])=O)(C(C)C)C(C)C,7.2,0.8,0.1,10.1021/acs.orglett.1c02918
232,CC(C)[Si](C#Cc1cc(ccc1[S@](=O)c2ccccn2)[N+]([O-])=O)(C(C)C)C(C)C,8.8,0.8,0.1,10.1021/acs.orglett.1c02918
233,CC(=O)c1ccc(cc1)[C@H](CC(=O)NC(C)(C)c2ccccn2)c3ccccc3,7.6,1.0,0.3,10.1039/D1CC01690C
234,CC(=O)c1ccc(cc1)[C@@H](CC(=O)NC(C)(C)c2ccccn2)c3ccccc3,8.8,1.0,0.3,10.1039/D1CC01690C
235,C[C@H]\1CC(=O)N(C1=C/c2ccc(cc2)C(C)(C)C)C(C)(C)c3ccccn3,9.8,0.8,0.05,10.1002/anie.202004504
236,C[C@@H]\1CC(=O)N(C1=C/c2ccc(cc2)C(C)(C)C)C(C)(C)c3ccccn3,8.8,0.8,0.05,10.1002/anie.202004504
237,COC(=O)[C@@]1(N[C@@H]([C@H]([C@@H]1[N+]([O-])=O)c2ccccc2)c3occc3)c4ccccc4,10.412,1.0,0.05,10.1002/anie.201802492
238,Cc1ccc(cc1)[S](=O)(=O)N2CC[C@@H](CC(=O)NC(C)(C)c3ccccn3)c4cc(Cl)ccc24,8.19,1.0,0.2,10.1021/acs.orglett.0c03775
239,Cc1ccc(cc1)[S](=O)(=O)N2CC[C@H](CC(=O)NC(C)(C)c3ccccn3)c4cc(Cl)ccc24,8.86,1.0,0.2,10.1021/acs.orglett.0c03775
240,CC(C)(C)NC(=O)[C@H](OC(=O)C(c1ccccc1)(c2ccccc2)c3ccccc3)c4cccc(c4)[N+]([O-])=O,7.1,1.0,0.2,10.1021/jacs.5b09117
241,CC(C)(C)NC(=O)[C@@H](OC(=O)C(c1ccccc1)(c2ccccc2)c3ccccc3)c4cccc(c4)[N+]([O-])=O,8.9,1.0,0.2,10.1021/jacs.5b09117
242,CC(C)[Si](C#Cc1cc(C)ccc1[S@@](=O)c2cccc(C)n2)(C(C)C)C(C)C,8.0,0.8,0.05,10.1021/acs.orglett.1c02918
243,CC(C)[Si](C#Cc1cc(C)ccc1[S@](=O)c2cccc(C)n2)(C(C)C)C(C)C,8.9,0.8,0.05,10.1021/acs.orglett.1c02918
244,CO[C@H](NC(=O)c1ccc(Cl)cc1)c2ccccc2CCCC(F)(F)F,10.1,1.0,0.1,10.1002/anie.201405401
245,CO[C@@H](NC(=O)c1ccc(Cl)cc1)c2ccccc2CCCC(F)(F)F,8.92,1.0,0.1,10.1002/anie.201405401
246,O=C(C[C@@H](\C=C\c1ccccc1)C#N)C2CCCCC2,10.84,1.0,0.1,10.1021/jacs.1c01260
247,O=C(C[C@H](\C=C\c1ccccc1)C#N)C2CCCCC2,8.95,1.0,0.1,10.1021/jacs.1c01260
248,Cc1ccc(cc1)[S](=O)(=O)N[C@H](\C=C\c2ccccc2)c3ccccc3,7.893,1.0,0.3,10.1039/C4CC03920C
249,Cc1ccc(cc1)[S](=O)(=O)N[C@@H](\C=C\c2ccccc2)c3ccccc3,8.979,1.0,0.3,10.1039/C4CC03920C
250,CC(C)(C)NC(=O)[C@H](OC(=O)C1C(C)(C)C1(C)C)c2cccc(c2)[N+]([O-])=O,4.7,1.0,0.2,10.1021/jacs.5b09117
251,CC(C)(C)NC(=O)[C@@H](OC(=O)C1C(C)(C)C1(C)C)c2cccc(c2)[N+]([O-])=O,9.0,1.0,0.2,10.1021/jacs.5b09117
252,CC(C)(NC(=O)C[C@H](CCC1CCCCC1)c2ccc(Cl)cc2)c3ccccn3,10.1,1.0,0.3,10.1039/D1CC01690C
253,CC(C)(NC(=O)C[C@@H](CCC1CCCCC1)c2ccc(Cl)cc2)c3ccccn3,9.0,1.0,0.3,10.1039/D1CC01690C
254,Cc1ccc(cc1)[S](=O)(=O)N2CC[C@@H](CC(=O)NC(C)(C)c3ccccn3)c4ccc(Cl)cc24,10.0,1.0,0.2,10.1039/D1QO00302J
255,Cc1ccc(cc1)[S](=O)(=O)N2CC[C@H](CC(=O)NC(C)(C)c3ccccn3)c4ccc(Cl)cc24,9.1,1.0,0.2,10.1039/D1QO00302J
256,CC[C@H]\1CC(=O)N(C1=C/c2ccc(C)cc2)C(C)(C)c3ccccn3,10.3,0.8,0.05,10.1002/anie.202004504
257,CC[C@@H]\1CC(=O)N(C1=C/c2ccc(C)cc2)C(C)(C)c3ccccn3,9.1,0.8,0.05,10.1002/anie.202004504
258,CC(C)[C@@H]\1CC(=O)N(C1=C/c2ccc(C)cc2)C(C)(C)c3ccccn3,10.4,0.8,0.05,10.1002/anie.202004504
259,CC(C)[C@H]\1CC(=O)N(C1=C/c2ccc(C)cc2)C(C)(C)c3ccccn3,9.1,0.8,0.05,10.1002/anie.202004504
260,CC[Si](CC)(CC)C#C[C@@H](C)CC(=O)NC(C)(C)c1ccccn1,6.7,0.7,0.03,10.1021/jacs.9b01124
261,CC[Si](CC)(CC)C#C[C@H](C)CC(=O)NC(C)(C)c1ccccn1,9.2,0.7,0.03,10.1021/jacs.9b01124
262,CC(C)[Si](C#Cc1cccc(C)c1[S@@](=O)c2ccccn2)(C(C)C)C(C)C,8.4,0.8,0.05,10.1021/acs.orglett.1c02918
263,CC(C)[Si](C#Cc1cccc(C)c1[S@](=O)c2ccccn2)(C(C)C)C(C)C,9.2,0.8,0.05,10.1021/acs.orglett.1c02918
264,C[C@@H](CC(=O)NC(C)(C)c1ccccn1)C#CC(Cc2ccccc2)(Cc3ccccc3)O[Si](C)(C)C(C)(C)C,7.1,0.7,0.03,10.1021/jacs.9b01124
265,C[C@H](CC(=O)NC(C)(C)c1ccccn1)C#CC(Cc2ccccc2)(Cc3ccccc3)O[Si](C)(C)C(C)(C)C,9.4,0.7,0.03,10.1021/jacs.9b01124
266,CC(C)[Si](C#C[C@@H](C)CC(=O)NC(C)(C)c1ccccn1)(C(C)C)C(C)C,7.2,0.7,0.03,10.1021/jacs.9b01124
267,CC(C)[Si](C#C[C@H](C)CC(=O)NC(C)(C)c1ccccn1)(C(C)C)C(C)C,9.4,0.7,0.03,10.1021/jacs.9b01124
268,C[C@@H](CC(=O)NC(C)(C)c1ccccn1)C#CC(O[Si](C)(C)C(C)(C)C)(c2ccccc2)c3ccccc3,7.5,0.7,0.03,10.1021/jacs.9b01124
269,C[C@H](CC(=O)NC(C)(C)c1ccccn1)C#CC(O[Si](C)(C)C(C)(C)C)(c2ccccc2)c3ccccc3,9.4,0.7,0.03,10.1021/jacs.9b01124
270,CCOC(=O)C([C@@H](CC=O)c1ccccc1C)C(=O)OCC,6.43,1.0,0.1,10.1039/C3CC44214D
271,CCOC(=O)C([C@H](CC=O)c1ccccc1C)C(=O)OCC,9.42,1.0,0.1,10.1039/C3CC44214D
272,COc1ccc(cc1F)\C=C2/[C@@H](C)CC(=O)N2C(C)(C)c3ccccn3,10.9,0.8,0.1,10.1002/anie.202004504
273,COc1ccc(cc1F)\C=C2/[C@H](C)CC(=O)N2C(C)(C)c3ccccn3,9.5,0.8,0.1,10.1002/anie.202004504
274,FC(F)(F)c1ccc(cc1)[C@@H]2CNC(=O)C2,7.5,1.0,0.1,10.1021/acscatal.8b00827
275,FC(F)(F)c1ccc(cc1)[C@H]2CNC(=O)C2,9.5,1.0,0.1,10.1021/acscatal.8b00827
276,O[C@@H](C[N+]([O-])=O)c1ccc(Cl)cc1Cl,11.137,0.8,0.15,10.1039/C2CC31907A
277,O[C@H](C[N+]([O-])=O)c1ccc(Cl)cc1Cl,9.51,0.8,0.15,10.1039/C2CC31907A
278,CC(C)(CC[C@@H](C#Cc1ccccc1)c2ccccc2)NC(=O)c3ccccc3,13.82,0.8,0.1,10.1038/s41467/019/13705/1
279,CC(C)(CC[C@H](C#Cc1ccccc1)c2ccccc2)NC(=O)c3ccccc3,9.59,0.8,0.1,10.1038/s41467/019/13705/1
280,CC(=O)c1ccc(cc1)[C@@H](CCc2cccc3ccccc23)CC(=O)NC(C)(C)c4ccccn4,10.8,0.7,0.3,10.1002/anie.201804197
281,CC(=O)c1ccc(cc1)[C@H](CCc2cccc3ccccc23)CC(=O)NC(C)(C)c4ccccn4,9.6,0.7,0.3,10.1002/anie.201804197
282,Fc1ccc2n(Cc3ccccc3)cc([C@@H](NC(=O)c4ccccc4)c5ccccc5CCCC(F)(F)F)c2c1,16.81,1.0,0.15,10.1016/j.jfluchem.2017.03.008
283,Fc1ccc2n(Cc3ccccc3)cc([C@H](NC(=O)c4ccccc4)c5ccccc5CCCC(F)(F)F)c2c1,9.62,1.0,0.15,10.1016/j.jfluchem.2017.03.008
284,O=C(C[C@H](C#N)C#Cc1ccccc1)C2CCCCC2,8.89,1.0,0.1,10.1021/jacs.1c01260
285,O=C(C[C@@H](C#N)C#Cc1ccccc1)C2CCCCC2,9.62,1.0,0.1,10.1021/jacs.1c01260
286,CC(C)[Si](C#Cc1cc(OCc2ccccc2)ccc1[S@@](=O)c3ccccn3)(C(C)C)C(C)C,7.2,0.8,0.15,10.1021/acs.orglett.1c02918
287,CC(C)[Si](C#Cc1cc(OCc2ccccc2)ccc1[S@](=O)c3ccccn3)(C(C)C)C(C)C,9.7,0.8,0.15,10.1021/acs.orglett.1c02918
288,CC(C)[Si](C#Cc1cc(C)ccc1[S@@](=O)c2cc(C)ccn2)(C(C)C)C(C)C,7.7,0.8,0.05,10.1021/acs.orglett.1c02918
289,CC(C)[Si](C#Cc1cc(C)ccc1[S@](=O)c2cc(C)ccn2)(C(C)C)C(C)C,9.7,0.8,0.05,10.1021/acs.orglett.1c02918
290,O=C([C@@H]1N=C(C[C@H]1c2ccccc2)c3ccccc3)N4CCCCC4,10.8,1.0,0.2,10.1002/anie.201906700
291,Cc1ccc(C[C@H]\2CC(=O)N(C2=C/c3ccc(C)cc3)C(C)(C)c4ccccn4)cc1,11.3,0.8,0.05,10.1002/anie.202004504
292,Cc1ccc(C[C@@H]\2CC(=O)N(C2=C/c3ccc(C)cc3)C(C)(C)c4ccccn4)cc1,9.8,0.8,0.05,10.1002/anie.202004504
293,COc1ccc2N(CC[C@@H](CC(=O)NC(C)(C)c3ccccn3)c2c1)[S](=O)(=O)c4ccc(C)cc4,11.6,1.0,0.2,10.1039/D1QO00302J
294,COc1ccc2N(CC[C@H](CC(=O)NC(C)(C)c3ccccn3)c2c1)[S](=O)(=O)c4ccc(C)cc4,9.8,1.0,0.2,10.1039/D1QO00302J
295,CC(=O)N[C@H](C[S](C)(=O)=O)c1ccc(cc1)C(C)(C)C,11.9,1.0,0.15,10.1021/acs.orglett.8b02579
296,CC(=O)N[C@@H](C[S](C)(=O)=O)c1ccc(cc1)C(C)(C)C,9.8,1.0,0.15,10.1021/acs.orglett.8b02579
297,CCCCO[C@H](NC(=O)c1ccccc1)c2ccccc2CCCC(F)(F)F,10.98,1.0,0.05,10.1002/anie.201405401
298,CCCCO[C@@H](NC(=O)c1ccccc1)c2ccccc2CCCC(F)(F)F,9.86,1.0,0.05,10.1002/anie.201405401
299,CC(C)C[C@@H](CC(=O)NC(C)(C)c1ccccn1)C#C[Si](C(C)C)(C(C)C)C(C)C,7.6,0.6,0.02,10.1021/jacs.9b01124
300,CC(C)C[C@H](CC(=O)NC(C)(C)c1ccccn1)C#C[Si](C(C)C)(C(C)C)C(C)C,9.9,0.6,0.02,10.1021/jacs.9b01124
301,COc1ccc(C[C@@H](CC(=O)NC(C)(C)c2ccccn2)c3ccc(cc3)C(C)=O)cc1,10.7,1.0,0.2,10.1039/D1CC01690C
302,COc1ccc(C[C@H](CC(=O)NC(C)(C)c2ccccn2)c3ccc(cc3)C(C)=O)cc1,9.9,1.0,0.2,10.1039/D1CC01690C
303,COc1ccc(NC(=S)N2CC(C)(C)C[C@@]2(C)c3ccccc3)cc1,11.99,1.0,0.1,10.1002/anie.201501762
304,COc1ccc(NC(=S)N2CC(C)(C)C[C@]2(C)c3ccccc3)cc1,9.98,1.0,0.1,10.1002/anie.201501762
305,CC(C)(C)N1C(=O)C[C@@]2(N(C(=O)c3ccc(cc23)C(F)(F)F)c4cccc5cccnc45)C1=O,8.4,1.0,0.15,10.1002/anie.202108853
306,CC(C)(C)N1C(=O)C[C@]2(N(C(=O)c3ccc(cc23)C(F)(F)F)c4cccc5cccnc45)C1=O,10.0,1.0,0.15,10.1002/anie.202108853
307,Cc1ccc(cc1)\C=C2/[C@@H](CCc3ccccc3)CC(=O)N2C(C)(C)c4ccccn4,15.2,0.8,0.05,10.1002/anie.202004504
308,Cc1ccc(cc1)\C=C2/[C@H](CCc3ccccc3)CC(=O)N2C(C)(C)c4ccccn4,10.0,0.8,0.05,10.1002/anie.202004504
309,CC(C)(N1[C@H](CC1=O)c2ccccc2)c3ccccn3,11.2,0.7,0.1,10.1002/cjoc.201900533
310,CC(C)(N1[C@@H](CC1=O)c2ccccc2)c3ccccn3,10.1,0.7,0.1,10.1002/cjoc.201900533
311,O=C1C[C@@H](CN1)c2ccccc2,8.5,1.0,0.1,10.1021/acscatal.8b00827
312,O=C1C[C@H](CN1)c2ccccc2,10.1,1.0,0.1,10.1021/acscatal.8b00827
313,CC(=O)N[C@H](C[S](C)(=O)=O)c1cccc(C)c1,14.3,1.0,0.15,10.1021/acs.orglett.8b02579
314,CC(=O)N[C@@H](C[S](C)(=O)=O)c1cccc(C)c1,10.1,1.0,0.15,10.1021/acs.orglett.8b02579
315,CC(C)OC(=O)C([C@@H](CC=O)c1ccccc1)C(=O)OC(C)C,6.9,1.0,0.1,10.1039/C3CC44214D
316,CC(C)OC(=O)C([C@H](CC=O)c1ccccc1)C(=O)OC(C)C,10.18,1.0,0.1,10.1039/C3CC44214D
317,CC(C)(C)NC(=O)[C@H](OC(=O)c1c(Cl)cccc1Cl)c2cccc(c2)[N+]([O-])=O,7.8,1.0,0.2,10.1021/jacs.5b09117
318,CC(C)(C)NC(=O)[C@@H](OC(=O)c1c(Cl)cccc1Cl)c2cccc(c2)[N+]([O-])=O,10.2,1.0,0.2,10.1021/jacs.5b09117
319,C[C@@H](CC(=O)NC(C)(C)c1ccccn1)C#CC(O[Si](C)(C)C(C)(C)C)(c2ccc(C)cc2)c3ccc(C)cc3,7.3,0.7,0.03,10.1021/jacs.9b01124
320,C[C@H](CC(=O)NC(C)(C)c1ccccn1)C#CC(O[Si](C)(C)C(C)(C)C)(c2ccc(C)cc2)c3ccc(C)cc3,10.2,0.7,0.03,10.1021/jacs.9b01124
321,CC(C)[Si](C#Cc1ccccc1[S@@](=O)c2ccccn2)(C(C)C)C(C)C,11.6,0.8,0.1,10.1021/acs.orglett.1c02918
322,CC(C)[Si](C#Cc1ccccc1[S@](=O)c2ccccn2)(C(C)C)C(C)C,10.2,0.8,0.1,10.1021/acs.orglett.1c02918
323,Cc1ccc(cc1)\C=C2/[C@@H](CCCc3ccccc3)CC(=O)N2C(C)(C)c4ccccn4,12.6,0.8,0.05,10.1002/anie.202004504
324,Cc1ccc(cc1)\C=C2/[C@H](CCCc3ccccc3)CC(=O)N2C(C)(C)c4ccccn4,10.2,0.8,0.05,10.1002/anie.202004504
325,Fc1ccc(cc1)[C@@H]2CNC(=O)C2,8.6,1.0,0.1,10.1021/acscatal.8b00827
326,Fc1ccc(cc1)[C@H]2CNC(=O)C2,10.3,1.0,0.1,10.1021/acscatal.8b00827
327,C[C@@H](C#CCOC(C)=O)c1ccccc1C(=O)NC(C)(C)C,17.83,0.8,0.1,10.1038/s41467/019/13705/1
328,C[C@H](C#CCOC(C)=O)c1ccccc1C(=O)NC(C)(C)C,10.38,0.8,0.1,10.1038/s41467/019/13705/1
329,CC(C)(C)OC(=O)N[C@@H](c1ccccc1Br)C(=[N+]=[N-])[P](=O)(OC(C)(C)C)OC(C)(C)C,13.6,0.5,0.1,10.1021/ol300664d
330,CC(C)(C)OC(=O)N[C@H](c1ccccc1Br)C(=[N+]=[N-])[P](=O)(OC(C)(C)C)OC(C)(C)C,10.5,0.5,0.1,10.1021/ol300664d
331,CC(C)[Si](C#Cc1cc(C)ccc1[S@@](=O)c2ccccn2)(C(C)C)C(C)C,8.9,0.8,0.05,10.1021/acs.orglett.1c02918
332,CC(C)[Si](C#Cc1cc(C)ccc1[S@](=O)c2ccccn2)(C(C)C)C(C)C,10.5,0.8,0.05,10.1021/acs.orglett.1c02918
333,Cc1ccc(cc1)\C=C2/[C@@H](Cc3ccccc3)CC(=O)N2C(C)(C)c4ccccn4,11.6,0.8,0.05,10.1002/anie.202004504
334,Cc1ccc(cc1)\C=C2/[C@H](Cc3ccccc3)CC(=O)N2C(C)(C)c4ccccn4,10.5,0.8,0.05,10.1002/anie.202004504
335,COC(=O)[C@@]1(N[C@@H]([C@H]([C@@H]1[N+]([O-])=O)c2ccccc2Br)c3ccccc3)c4ccccc4,11.536,1.0,0.05,10.1002/anie.201802492
336,CCOC(=O)[C@]1(CC(=C(NC(=O)c2ccccc2)C(=O)O1)c3ccc(cc3)C(F)(F)F)c4ccccc4,7.05,1.0,0.5,10.1039/C6QO00018E
337,CCOC(=O)[C@@]1(CC(=C(NC(=O)c2ccccc2)C(=O)O1)c3ccc(cc3)C(F)(F)F)c4ccccc4,10.6,1.0,0.5,10.1039/C6QO00018E
338,C[C@@H](C#Cc1cccc(Cl)c1)c2ccccc2C(=O)NC(C)(C)C,15.99,0.8,0.02,10.1038/s41467/019/13705/1
339,C[C@H](C#Cc1cccc(Cl)c1)c2ccccc2C(=O)NC(C)(C)C,10.69,0.8,0.02,10.1038/s41467/019/13705/1
340,COC(=O)[C@@]1(N[C@@H]([C@H]([C@@H]1[N+]([O-])=O)c2ccccc2)c3ccccc3)c4ccccc4Cl,12.206,1.0,0.05,10.1002/anie.201802492
341,O=C1C[C@@H](CN1)c2ccc3ccccc3c2,10.0,1.0,0.1,10.1021/acscatal.8b00827
342,O=C1C[C@H](CN1)c2ccc3ccccc3c2,10.7,1.0,0.1,10.1021/acscatal.8b00827
343,Cc1cccc(c1)[C@H](O)CCCC(=O)Nc2ccccc2,13.8,1.0,0.15,10.1039/C8QO00307F
344,Cc1cccc(c1)[C@@H](O)CCCC(=O)Nc2ccccc2,10.7,1.0,0.15,10.1039/C8QO00307F
345,CC(=O)N[C@H](C[S](C)(=O)=O)c1cccc(F)c1,17.0,1.0,0.15,10.1021/acs.orglett.8b02579
346,CC(=O)N[C@@H](C[S](C)(=O)=O)c1cccc(F)c1,10.7,1.0,0.15,10.1021/acs.orglett.8b02579
347,CC(C)(C)OC(=O)N1C(=O)[C@@](C\C=C\c2ccc(Br)cc2)(c3ccccc3)c4ccccc14,6.8,1.0,0.1,10.1002/adsc.201501155
348,CC(C)(C)OC(=O)N1C(=O)[C@](C\C=C\c2ccc(Br)cc2)(c3ccccc3)c4ccccc14,10.8,1.0,0.1,10.1002/adsc.201501155
349,CC(=O)N[C@H](C[S](C)(=O)=O)c1cccc(Cl)c1,15.5,1.0,0.15,10.1021/acs.orglett.8b02579
350,CC(=O)N[C@@H](C[S](C)(=O)=O)c1cccc(Cl)c1,10.8,1.0,0.15,10.1021/acs.orglett.8b02579
351,Cc1ccc2n(Cc3ccccc3)c4COC[C@H](CC=O)c4c2c1,12.3,1.0,0.15,10.1021/ol0703130
352,Cc1ccc2n(Cc3ccccc3)c4COC[C@@H](CC=O)c4c2c1,11.0,1.0,0.15,10.1021/ol0703130
353,CC(C)c1cccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c1N(CC(=O)NCC(=O)O[C@H]2CCC3(C)C4CCC5(C)C(CCC5=O)C4CC=C3C2)C(=O)c6ccc(cn6)[N+]([O-])=O,15.6,0.8,0.2,10.1039/D1SC01130H
354,CC(C)c1cccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c1N(CC(=O)NCC(=O)O[C@@H]2CCC3(C)C4CCC5(C)C(CCC5=O)C4CC=C3C2)C(=O)c6ccc(cn6)[N+]([O-])=O,11.1,0.8,0.2,10.1039/D1SC01130H
355,Cc1cccc2[nH]c3[C@H](CCCc3c12)CC=O,6.5,1.0,0.2,10.1002/cctc.201000379
356,Cc1cccc2[nH]c3[C@@H](CCCc3c12)CC=O,11.1,1.0,0.2,10.1002/cctc.201000379
357,O=C1C[C@H](CN1)c2sccc2,9.8,1.0,0.1,10.1021/acscatal.8b00827
358,O=C1C[C@@H](CN1)c2sccc2,11.1,1.0,0.1,10.1021/acscatal.8b00827
